,tweets,time,likes,no:rt
8984,"RT @GregSchoen: I wish I had kept my 1,700 BTC @ $0.06 instead of selling them at $0.30, now that they're $8.00! #bitcoin",2021-04-14 04:21:04,0,7116
8985,"The current price of Bitcoin is $63759.00.
The current price of BCash is $819.46, or 0.01285246 BTC.
The current pr… https://t.co/d6T2PmJatk",2021-04-14 04:15:05,0,0
8986,"🚨🚨🚨BREAKING NEWS🚨🚨🚨 On April 13, 2021 at 9:00 PM PDT, Bitcoin momentarily hit a record high of $64,001.15, a bit pa… https://t.co/bkZ7XLUg5Z",2021-04-14 04:14:01,1,0
8987,"ComBkex: 🔸 ETP Area🔸 
 
New added underlyings in #ETP Area
- SOL3L, SOL3S
- Time: 15:00 04/14/2021 (UTC+8)
 
🔹 🔹 Mo… https://t.co/bgbZ9qZw1F",2021-04-14 04:13:06,0,0
8988,$SUTI CEO released an update today and pink current should be complete soon. Great SS and a ton of catalysts. CBD a… https://t.co/tAJQW5eIto,2021-04-14 04:11:34,3,1
8989,"RT @ashwsbreal: I will Giveaway 3000 Dogecoins
To 3 Followers ( 1000 Each ) 

Just like, Retweet and be 
Following  me 🔔

Tag your friends…",2021-04-14 04:08:45,0,4226
8990,"The $BTC price is at $63709.92 right now.
🟢 Compared to the last tweet, the price has increased by $1.79 (0.00%).
🟢… https://t.co/WbBSVSfuJR",2021-04-14 04:06:10,1,0
8991,"RT @ComBkex: 🔸 ETP Area🔸 
 
New added underlyings in #ETP Area
- SOL3L, SOL3S
- Time: 15:00 04/14/2021 (UTC+8)
 
🔹 🔹 More details: https://…",2021-04-14 04:05:18,0,7
8992,"The current price of bitcoin is $63,748.00. It has increased by 5.410% in the last 24 hours #bitcoin #btc #cryptocurrency",2021-04-14 04:03:49,0,0
8993,on the 04/14/2021 at 04:02 1BTC was worth $63697.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-04-14 04:02:54,0,0
8994,"🔸 ETP Area🔸 
 
New added underlyings in #ETP Area
- SOL3L, SOL3S
- Time: 15:00 04/14/2021 (UTC+8)
 
🔹 🔹 More detail… https://t.co/0cJN0brI8Z",2021-04-14 04:02:06,14,7
8995,1 BTC Price: Bitstamp 63795.72 USD Coinbase  USD #btc #bitcoin 2021-04-14 00:01 https://t.co/rQRNyeEu9Z,2021-04-14 04:01:14,0,0
8996,"The $2800.00 stimulus check I received and converted to #Bitcoin on March 25, 2021 is now worth $3,343.67. 

#StackSats",2021-04-14 04:00:21,2,0
8997,Crypto Google Search Volumes (previous 7 days) #btc #cryptocurrency #crypto #bitcoin #dogecoin #cardano #ADA… https://t.co/NvNfGVK34J,2021-04-14 04:00:06,0,0
8998,"Top 5 #cryptocurrencies 
Daily price 
#Bitcoin: $63369 (+0.99%)
#Ripple: $1.80 (+5.05%)
#Ethereum: $2152 (+1.99%)… https://t.co/Mp7FPcCh0e",2021-04-14 04:00:06,0,0
8999,"The price of
Spaghetti alla Carbonara
is 17,253 Satoshis
or 0.00017253 BTC

1 BTC = 63,700.00 USD
1 USD = 1,570 Sat… https://t.co/z3W7dXqOxC",2021-04-14 04:00:01,0,0
9000,"RT @CotyKuhn: 🚨Public #Telfam announcement!🚨

If #XRP can be valued at $1.80 and go over $3.00 in a bull market, then don't ever tell me th…",2021-04-14 03:52:09,0,53
9001,"RT @CotyKuhn: 🚨Public #Telfam announcement!🚨

If #XRP can be valued at $1.80 and go over $3.00 in a bull market, then don't ever tell me th…",2021-04-14 03:51:13,0,53
9002,"If $Doge can reach 50% of what $Bitcoin was valued back in 2015,
1,000 $Doge would be worth $12,000 USD, which it d… https://t.co/wT15D9j9rp",2021-04-14 03:50:49,1,0
9003,"5MIN ETH/USD $2,352.00--NEW ATH!🎇

ETH price has surged yet again in the last hour bringing the coin to a new all-t… https://t.co/9oEmQOEFGG",2021-04-14 03:44:11,2,0
9004,"RT @JunkoSu22993224: If Chainlink Hits $50.00 This Week. 
Giving away $50.00 to every person that leaves a comment, retweets and likes this…",2021-04-14 03:43:30,0,624
9005,"RT @POKKETOfficial: Circulating Supply Comparison of #Bitcoin, #Ethereum, @Uniswap and @chainlink  

POKKET Interest Rates Today (APY)
$BTC…",2021-04-14 03:40:26,0,2
9006,"RT @MrMoneybags1738: 2010 BITCOIN WAS LESS THAN $1 per coin. If you had dropped $1000 in it..

You’d have: $60,000,000.00

If you had dropp…",2021-04-14 03:40:15,0,4
9007,"RT @iflycrypto: I’m not sure what would make me more insanely jacked....

A follow from @JustinBennettFX @cryptoJTT, @SalehAhmedd_ or smash…",2021-04-14 03:37:42,0,4
9008,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #VOX @RealVoxFinance🚀 🚀 
- Trading pair: VOX/USDT
- Trading time: 20:00 on Apr 3 (UTC+8)

🔹 🔹…",2021-04-14 03:37:09,0,108
9009,"I’m not sure what would make me more insanely jacked....

A follow from @JustinBennettFX @cryptoJTT, @SalehAhmedd_… https://t.co/n8MYYpBQtm",2021-04-14 03:36:45,69,4
9010,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #VOX @RealVoxFinance🚀 🚀 
- Trading pair: VOX/USDT
- Trading time: 20:00 on Apr 3 (UTC+8)

🔹 🔹…",2021-04-14 03:35:35,0,108
9011,"RT @JunkoSu22993224: If Chainlink Hits $50.00 This Week. 
Giving away $50.00 to every person that leaves a comment, retweets and likes this…",2021-04-14 03:31:46,0,624
9012,"Price of Bitcoin

U$    63.474,60
€U    53.052,68
R$    367.167,00

24H % change: 4,54%
Week % change: 9,34%
Month % change: 5,41%

#bitcoin",2021-04-14 03:30:04,0,0
9013,"Tax cheats cost the U.S. more than previously thought — and Bitcoin is part of the problem, IRS commissioner says https://t.co/WlCzTWMQcV",2021-04-14 03:27:14,0,0
9014,"RT @DeriBotInfo: DeriBot Daily Trading Report 13.04.2021 15:00 UTC
#Bitcoin Trading Robots Comparison Report

Balance in $BTC:  0.0559
Bala…",2021-04-14 03:24:27,0,35
9015,"1: Bitcoin price is $63210.92 (-0.11% 1h)
2: Ethereum price is $2327.53 (1.66% 1h)
3: Binance Coin price is $558.47… https://t.co/BW6qnqusKk",2021-04-14 03:20:18,1,0
9016,"RT @GregSchoen: I wish I had kept my 1,700 BTC @ $0.06 instead of selling them at $0.30, now that they're $8.00! #bitcoin",2021-04-14 03:20:07,0,7116
9017,New Bitcoin block 00..2ffcd8f505bbaf6ef119dcbe63635a2970d8d5cfe21a4: 2640 transactions transferred a total of 1646.… https://t.co/Xur0zCEZd2,2021-04-14 03:19:52,0,0
9018,"RT @GregSchoen: I wish I had kept my 1,700 BTC @ $0.06 instead of selling them at $0.30, now that they're $8.00! #bitcoin",2021-04-14 03:16:27,0,7116
9019,"The current price of Bitcoin is $63185.00.
The current price of BCash is $812.98, or 0.01286666 BTC.
The current pr… https://t.co/Fc47Yn19a2",2021-04-14 03:15:03,0,0
9020,"The current price of bitcoin is $63,179.00. It has increased by 3.674% in the last 24 hours #bitcoin #btc #cryptocurrency",2021-04-14 03:03:49,0,0
9021,"RT @BitcoinComExch: On Thursday we're welcoming @bird_money to our telegram channel for an AMA. 

April 15th at 16:00 UTC 📆

We're looking…",2021-04-14 03:03:47,0,26
9022,"RT @DividendsRock: Most commonly held coins on Coinbase. 
1. $BTC $63,200
2. $ETH $2,290
3. $XLM $0.66
4. $LTC $270

How is $XLM still unde…",2021-04-14 03:03:42,0,2
9023,"Half hourly price update (USDT):

• BSV (Bitcoin): $318.51

Dead forks:

• BTC (Blockstream Turd Coin): $63129.34
• BCH (BTrash): $810.00",2021-04-14 03:02:15,0,1
9024,on the 04/14/2021 at 03:01 1BTC was worth $63093.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-04-14 03:01:59,0,1
9025,"RT @HunterSwift: Doge Coin:
$1.00 🟩
$0.50 🟩
$0.25 🟩
$0.10 ✅
$0.05 ✅
$0.01 ✅
#doge #dogecoin #DogeDay #dogetothemoon #crypto #bitcoin #nft @…",2021-04-14 03:01:44,0,7
9026,"The price of
Spaghetti alla Carbonara
is 17,385 Satoshis
or 0.00017385 BTC

1 BTC = 63,216.00 USD
1 USD = 1,582 Sat… https://t.co/IKXWNhyhCc",2021-04-14 03:00:01,0,0
9027,"RT @crypto_stimulus: $BTC: $10,657.00 (888.08%)
$ETH: $15,983.29 (1,331.94%)
$ADA: $51,144.42 (4,262.03%)
$BNB: $42,696.66 (3,558.06%)
$DOG…",2021-04-14 02:58:11,0,1
9028,"Bitcoin touches highest peak price... 
It's ₹50,000,00. Crypto is best platform for investing nowadays. 
Who invest… https://t.co/Corazkdjiy",2021-04-14 02:57:04,3,0
9029,"Most commonly held coins on Coinbase. 
1. $BTC $63,200
2. $ETH $2,290
3. $XLM $0.66
4. $LTC $270

How is $XLM still… https://t.co/GFElBl3NHB",2021-04-14 02:54:59,1,2
9030,"RT @vicstahmilien: I told everyone to push for $DOGE #dogecoin to go to $1.00 as 0.10C was too small a goal.  Now, let's push for that $1.0…",2021-04-14 02:52:47,0,2
9031,"$BTC: $10,657.00 (888.08%)
$ETH: $15,983.29 (1,331.94%)
$ADA: $51,144.42 (4,262.03%)
$BNB: $42,696.66 (3,558.06%)… https://t.co/LXZODcaMMZ",2021-04-14 02:52:31,2,1
9032,"The $BTC price is at $63185.00 right now.
🔴 Compared to the last tweet, the price has dropped by $23.3 (-0.04%).
🟢… https://t.co/REcuShPUbM",2021-04-14 02:51:10,1,0
9033,"RT @vicstahmilien: I told everyone to push for $DOGE #dogecoin to go to $1.00 as 0.10C was too small a goal.  Now, let's push for that $1.0…",2021-04-14 02:48:42,0,2
9034,"I told everyone to push for $DOGE #dogecoin to go to $1.00 as 0.10C was too small a goal.  Now, let's push for that… https://t.co/rjjb3eWgRF",2021-04-14 02:46:20,8,2
9035,"Bitcoin is currently $63,209.00 https://t.co/cQGnmhcuDR https://t.co/gEkI3ZMCs7",2021-04-14 02:40:25,1,0
9036,"RT @CotyKuhn: 🚨Public #Telfam announcement!🚨

If #XRP can be valued at $1.80 and go over $3.00 in a bull market, then don't ever tell me th…",2021-04-14 02:37:59,0,53
9037,"RT @JunkoSu22993224: If Chainlink Hits $50.00 This Week. 
Giving away $50.00 to every person that leaves a comment, retweets and likes this…",2021-04-14 02:30:04,0,624
9038,Doge is up 54%. Get on board boys. #Bitcoin #DogecoinRise #Dogecoin #DogecoinToTheMoon The real moon and Mars. @elonmusk @MattWallace888,2021-04-14 02:29:50,5,1
9039,"RT @livelifelarge: $TLM .889 Looking to Break $1.00 soon

Opened on @binance at .10, hit $5.95, retraced to $0.49 and gaining traction once…",2021-04-14 02:27:59,0,2
9040,"Circulating Supply Comparison of #Bitcoin, #Ethereum, @Uniswap and @chainlink  

POKKET Interest Rates Today (APY)… https://t.co/opwBl9kMBI",2021-04-14 02:25:59,3,2
9041,"RT @kickexcom: KickEX Deposit #Contest🚀

Make a deposit from 10 USD in $BTC $ETH $USDT and #win 100 USDT🏆

⏱13:00 1st July - 8:00 14th July…",2021-04-14 02:25:58,0,182
9042,"RT @CryptooIndia: #Bitcoin is now worth ₹50,00,000",2021-04-14 02:16:40,0,23
9043,"The current price of Bitcoin is $63310.00.
The current price of BCash is $796.17, or 0.01257574 BTC.
The current pr… https://t.co/H3eKkDQ1xj",2021-04-14 02:15:04,1,0
9044,"RT @1400stimulus: $BTC: $1,547.61 (110.54%)
$ETH: $1,811.27 (129.38%)
$ADA: $1,936.91 (138.35%)
$BNB: $3,008.54 (214.90%)
$DOGE: $2,605.78…",2021-04-14 02:14:17,0,1
9045,"Will $DOGE be worth $1.00 within the next 12 months?

-&gt;For more crypto polls, follow, like and retweet!&lt;-
🔴🟡🟢🚀🚀🚀… https://t.co/FxEw24pWGC",2021-04-14 02:10:59,2,0
9046,"$BTC: $1,547.61 (110.54%)
$ETH: $1,811.27 (129.38%)
$ADA: $1,936.91 (138.35%)
$BNB: $3,008.54 (214.90%)
$DOGE: $2,6… https://t.co/FXY19jq6of",2021-04-14 02:06:11,5,1
9047,"RT @JunkoSu22993224: If Chainlink Hits $50.00 This Week. 
Giving away $50.00 to every person that leaves a comment, retweets and likes this…",2021-04-14 02:05:02,0,624
9048,"The current price of bitcoin is $63,458.00. It has increased by 4.176% in the last 24 hours #bitcoin #btc #cryptocurrency",2021-04-14 02:03:49,1,0
9049,"RT @livelifelarge: $TLM .889 Looking to Break $1.00 soon

Opened on @binance at .10, hit $5.95, retraced to $0.49 and gaining traction once…",2021-04-14 02:03:35,0,2
9050,on the 04/14/2021 at 02:03 1BTC was worth $63330.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-04-14 02:03:13,0,0
9051,"Hourly Price Alert: BTC rose by 4.57% to $63,458.00. LTC rose by 8.45% to $273.20. ETH rose by 5.76% to $2,294.09.… https://t.co/nBc0ILFLij",2021-04-14 02:01:05,0,0
9052,"₿ #Bitcoin on Tuesday rose 6.21% to 63,575.00. #crypto #btc

More at https://t.co/LD3TlfHh1U",2021-04-14 02:00:50,0,0
9053,Bitcoin Fear Index on google search statistics (higher = more market fear) #Bitcoin #BTC #crypto #cryptocurrency… https://t.co/dBq3W5bLjm,2021-04-14 02:00:07,0,0
9054,"Crypto highlights as of 2021-04-13 22:00:02:
#Bitcoin $63,434.43 4.57% 🚀
#Ethereum  $2,294.23  5.68% 🚀",2021-04-14 02:00:03,0,0
9055,"Average Bitcoin market price is: USD 63,483.00, EUR 53,121.63",2021-04-14 02:00:02,0,0
9056,"The price of
Spaghetti alla Carbonara
is 17,314 Satoshis
or 0.00017314 BTC

1 BTC = 63,475.00 USD
1 USD = 1,575 Sat… https://t.co/pX6nBxzwFs",2021-04-14 02:00:01,1,0
9057,"@1971Bubble today 0.00000275 #Bitcoin  is equivalent to 1.00 Reais, so we will be at the same level of the lira...",2021-04-14 01:54:58,1,0
9058,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #VOX @RealVoxFinance🚀 🚀 
- Trading pair: VOX/USDT
- Trading time: 20:00 on Apr 3 (UTC+8)

🔹 🔹…",2021-04-14 01:52:23,0,108
9059,"RT @CotyKuhn: 🚨Public #Telfam announcement!🚨

If #XRP can be valued at $1.80 and go over $3.00 in a bull market, then don't ever tell me th…",2021-04-14 01:44:29,0,53
9060,"#Bitcoin has no top. The price is only what we are willing to pay for it and this technology is priceless.

Save th… https://t.co/xcqKfwtTyy",2021-04-14 01:42:47,0,0
9061,RT @flurbnb: 🚀 $100 to someone who retweets this and follows @jan_ggmu in 24 hours 🚀 #giveaway #Bitcoin #Ethereum #BNB #TRX,2021-04-14 01:38:58,0,3865
9062,"RT @HunterSwift: Doge Coin:
$1.00 🟩
$0.50 🟩
$0.25 🟩
$0.10 ✅
$0.05 ✅
$0.01 ✅
#doge #dogecoin #DogeDay #dogetothemoon #crypto #bitcoin #nft @…",2021-04-14 01:38:26,0,7
9063,"$XRP $USDT

Zooming into LTF

Potential Inverse H &amp; S formation.

Targeting $2.00 

$btc #Bitcoin #crypto #Ripple… https://t.co/DeAHeJk5ss",2021-04-14 01:36:15,2,0
9064,"The $BTC price is at $63333.00 right now.
🟢 Compared to the last tweet, the price has increased by $147.92 (0.23%).… https://t.co/iOpaBYf7xF",2021-04-14 01:36:09,1,0
9065,"$TLM .889 Looking to Break $1.00 soon

Opened on @binance at .10, hit $5.95, retraced to $0.49 and gaining traction… https://t.co/RudJiaSRfQ",2021-04-14 01:35:59,3,2
9066,"Forget $1.00, lets make Dogecoin the next Bitcoin!!
#dogetothemoon #dogecoin #dogearmy #HODL #cryptocurrencies",2021-04-14 01:33:33,4,0
9067,"RT @HunterSwift: Doge Coin:
$1.00 🟩
$0.50 🟩
$0.25 🟩
$0.10 ✅
$0.05 ✅
$0.01 ✅
#doge #dogecoin #DogeDay #dogetothemoon #crypto #bitcoin #nft @…",2021-04-14 01:32:26,0,7
9068,"RT @HunterSwift: Doge Coin:
$1.00 🟩
$0.50 🟩
$0.25 🟩
$0.10 ✅
$0.05 ✅
$0.01 ✅
#doge #dogecoin #DogeDay #dogetothemoon #crypto #bitcoin #nft @…",2021-04-14 01:32:19,0,7
9069,"Half hourly price update (USDT):

• BSV (Bitcoin): $306.75

Dead forks:

• BTC (Blockstream Turd Coin): $63193.45
• BCH (BTrash): $765.00",2021-04-14 01:32:04,0,0
9070,"RT @HunterSwift: Doge Coin:
$1.00 🟩
$0.50 🟩
$0.25 🟩
$0.10 ✅
$0.05 ✅
$0.01 ✅
#doge #dogecoin #DogeDay #dogetothemoon #crypto #bitcoin #nft @…",2021-04-14 01:31:50,0,7
9071,"Doge Coin:
$1.00 🟩
$0.50 🟩
$0.25 🟩
$0.10 ✅
$0.05 ✅
$0.01 ✅
#doge #dogecoin #DogeDay #dogetothemoon #crypto #bitcoin #nft @elonmusk",2021-04-14 01:31:36,9,7
9072,"RT @TransactionFees: Crypto fees (avg) &amp; stats for the past 24 hours:
-&gt; #Bitcoin: $20.41/tx paid in fees
-&gt; #Ethereum: $16.23/tx paid in f…",2021-04-14 01:31:12,0,1
9073,"@APompliano Bitcoin now at $63,600.00. Those of you in the old school who believe this is a bubble simply have not… https://t.co/SRSd7Zpuy7",2021-04-14 01:30:04,8,0
9074,"Crypto fees (avg) &amp; stats for the past 24 hours:
-&gt; #Bitcoin: $20.41/tx paid in fees
-&gt; #Ethereum: $16.23/tx paid i… https://t.co/ptqwJcRZyF",2021-04-14 01:24:34,15,1
9075,"RT @GregSchoen: I wish I had kept my 1,700 BTC @ $0.06 instead of selling them at $0.30, now that they're $8.00! #bitcoin",2021-04-14 01:21:42,0,7116
9076,"1: Bitcoin price is $63278.14 (-0.09% 1h)
2: Ethereum price is $2289.54 (-0.17% 1h)
3: Binance Coin price is $564.9… https://t.co/1OwgYMoLM2",2021-04-14 01:20:18,0,0
9077,"RT @socialtrends_ke: #DOGE has to be your favorite #NFT.
#DogeCoin is up 55% in 24 hours making it the highest surging cryptocurrency right…",2021-04-14 01:17:19,0,1
9078,"The Yellow Fringe Author Told Us This Would Happen!
Read The Article Below!

Bitcoin Is A Bubble, 74% Of Bank of Am… https://t.co/eKFwq98FIx",2021-04-14 01:16:37,1,0
9079,"#DOGE has to be your favorite #NFT.
#DogeCoin is up 55% in 24 hours making it the highest surging cryptocurrency ri… https://t.co/rSxOrSOali",2021-04-14 01:16:13,3,1
9080,"The current price of Bitcoin is $63342.00.
The current price of BCash is $762.36, or 0.01203562 BTC.
The current pr… https://t.co/F29N5jAg6U",2021-04-14 01:15:06,1,0
9081,"@Dogecoinxx Look if Bitcoin can go to 63,000.00 dodge coin can make a couple hundred lol",2021-04-14 01:10:35,1,0
9082,"Just purchased $5,000.00 of #BCH The grass looks good and #bullish #Bitcoincash #cryptocurrency #Bitcoin https://t.co/9azRjo8pVE",2021-04-14 01:05:48,0,0
9083,"The current price of bitcoin is $63,344.00. It has increased by 4.801% in the last 24 hours #bitcoin #btc #cryptocurrency",2021-04-14 01:03:49,1,0
9084,"Half hourly price update (USDT):

• BSV (Bitcoin): $296.72

Dead forks:

• BTC (Blockstream Turd Coin): $63281.67
• BCH (BTrash): $765.00",2021-04-14 01:02:01,0,0
9085,"Bexpress Pro Daily Market Price as of April 14, 2021 09:00 AM PHT

Download now
Play Store: https://t.co/3GplQgoeXJ… https://t.co/ns9ef7hhcr",2021-04-14 01:01:56,0,0
9086,"The price of
Spaghetti alla Carbonara
is 17,350 Satoshis
or 0.0001735 BTC

1 BTC = 63,344.30 USD
1 USD = 1,579 Sat… https://t.co/C6ccvOrNS5",2021-04-14 01:00:01,1,0
9087,"📈💶$1,500,000 $TRX LONGED @$0.148555 [14/04/21 00:59:31]
🏪FTX | TRX-PERP

🗣️THE RISE OF THE BITCOIN!! - pablomargo",2021-04-14 00:59:31,4,0
9088,"MicroStrategy says non-employee directors to get fee in bitcoin - Reuters
Price of BTC at 00:59:05 : $63,315.7117
S… https://t.co/3exGOLbKcI",2021-04-14 00:59:06,0,0
9089,"RT @CotyKuhn: 🚨Public #Telfam announcement!🚨

If #XRP can be valued at $1.80 and go over $3.00 in a bull market, then don't ever tell me th…",2021-04-14 00:56:12,0,53
9090,"Anybody check on their Bitcoin that @theestallion gave??
Mine is at $31.00 lol",2021-04-14 00:54:41,5,0
9091,"RT @6BillionPeople: I'm discussing “DogeCoin, NFTs, Coinbase 100B Valuation &amp; Bitclout, Bitcoin” with @AshlyeV, and I invited @souljaboy. T…",2021-04-14 00:54:25,0,9
9092,"RT @big_blockers: The current price of Bitcoin is $63484.00.
The current price of BCash is $752.21, or 0.01184881 BTC.
The current price of…",2021-04-14 00:48:22,0,1
9093,RT @APompliano: Bitcoin is up 815% in the last 12 months.,2021-04-14 00:46:59,0,425
9094,"Bitcoin and XRP tgh naik,mari beli

You're invited! 

1. Sign up with my invite link
2. Deposit and buy MYR 250 in… https://t.co/qyI4XiXYm2",2021-04-14 00:44:18,3,0
9095,@JonErlichman @androsForm when bitcoin hits 0.00 the clown show with no earnings but insane valuations will end,2021-04-14 00:39:49,6,0
9096,"📈💳$784,004 $BNB LONGED @$564.5 [14/04/21 00:32:51]
🏣Binance | $BNBBUSD

🗣️Fool... you don’t short Bitcoin, Bitcoin… https://t.co/1rDN00syFQ",2021-04-14 00:32:51,1,0
9097,"Half hourly price update (USDT):

• BSV (Bitcoin): $297.16

Dead forks:

• BTC (Blockstream Turd Coin): $63309.92
• BCH (BTrash): $764.00",2021-04-14 00:31:58,0,0
9098,"RT @JunkoSu22993224: If Chainlink Hits $50.00 This Week. 
Giving away $50.00 to every person that leaves a comment, retweets and likes this…",2021-04-14 00:30:26,0,624
9099,"RT @JunkoSu22993224: If Chainlink Hits $50.00 This Week. 
Giving away $50.00 to every person that leaves a comment, retweets and likes this…",2021-04-14 00:26:46,0,624
9100,"1: Bitcoin price is $63227.98 (0.11% 1h)
2: Ethereum price is $2292.84 (0.50% 1h)
3: Binance Coin price is $567.84… https://t.co/Vk1q3tAHFg",2021-04-14 00:20:18,1,0
9101,"Bitcoin going for Rs 50,00,000 !

#btc #Bitcoin #cryptocurrencies #inr #Blockchain",2021-04-14 00:17:55,1,0
9102,"The current price of Bitcoin is $63484.00.
The current price of BCash is $752.21, or 0.01184881 BTC.
The current pr… https://t.co/NFO0VO3rX9",2021-04-14 00:15:02,2,1
9103,"#Bitcoin Current Price: $63,452.00
#Bitcoin Target Price: $100,000.00

▓▓▓▓▓▓▓▓▓▓▓▓░░░░░░░░ 63%",2021-04-14 00:13:26,0,0
9104,"RT @CryptoNetDaily: New #Crypto Daily Candle! 🕯️
$BTC $63,577.00 (+6.14%) 🚀
$ETH $2,304.34 (+7.61%) 🚀
$ADA $1.42 (+7.83%) 🚀
$DOT $43.17 (+6…",2021-04-14 00:13:01,0,1
9105,"RT @Bitcoin8News: The $BTC price is at $63500.00 right now.
🟢 Compared to the last tweet, the price has increased by $43.38 (0.07%).
🟢 In t…",2021-04-14 00:09:30,0,1
9106,"RT @primex001: I'm discussing “Crypto N Coffee (Economics, Bitcoin, Interest, what?)” with @RandyMcMillan, @chadtastic, @aminiman89, mineyo…",2021-04-14 00:07:21,0,2
9107,"The $BTC price is at $63500.00 right now.
🟢 Compared to the last tweet, the price has increased by $43.38 (0.07%).… https://t.co/lRVNQWdjLE",2021-04-14 00:06:09,1,1
9108,"RT @JunkoSu22993224: If Chainlink Hits $50.00 This Week. 
Giving away $50.00 to every person that leaves a comment, retweets and likes this…",2021-04-14 00:05:29,0,624
9109,on the 04/14/2021 at 12:05 1BTC was worth $63469.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-04-14 00:05:21,0,0
9110,"RT @The10XCFO: I'm discussing “Bitcoin Taking Off-Inflation Sentiment &amp; Much More” with @DavidAment, @nftyfarm, @MianMasud, Jaydon Jay, @jo…",2021-04-14 00:05:05,0,5
9111,"BTC Close: 63561.00 USD  ▲3657.00
High: 63579.00   Low: 59882.00
https://t.co/J6BpTFNrAG
#bitcoin #btc… https://t.co/TUNsthsJmL",2021-04-14 00:05:02,1,0
9112,"RT @BitcoinComExch: On Thursday we're welcoming @bird_money to our telegram channel for an AMA. 

April 15th at 16:00 UTC 📆

We're looking…",2021-04-14 00:05:00,0,26
9113,"The current price of bitcoin is $63,761.00. It has increased by 6.498% in the last 24 hours #bitcoin #btc #cryptocurrency",2021-04-14 00:03:49,0,0
9114,"📈💶$1,998,515 $BCH LONGED @$752.0 [14/04/21 00:02:40]
🏪FTX | BCH-PERP

🗣️Not your keys, Not your Bitcoin. - dvharry2020",2021-04-14 00:02:40,0,0
9115,"RT @BitcoinCheckBot: Half hourly price update (USDT):

• BSV (Bitcoin): $300.00

Dead forks:

• BTC (Blockstream Turd Coin): $63294.07
• BC…",2021-04-14 00:01:39,0,2
9116,"Half hourly price update (USDT):

• BSV (Bitcoin): $299.89

Dead forks:

• BTC (Blockstream Turd Coin): $63667.62
• BCH (BTrash): $747.00",2021-04-14 00:01:23,0,0
9117,"RT @CryptoStatsBot: 📈 Biggest Gainers (1 hr) 📈
Hedera Hashgraph $HBAR 12.88% 🔥🔥
Polygon $MATIC 6.00% 🔥
Bitcoin SV $BSV 4.32% 🔥
Dogecoin $DO…",2021-04-14 00:01:19,0,1
9118,"New #Crypto Daily Candle! 🕯️
$BTC $63,577.00 (+6.14%) 🚀
$ETH $2,304.34 (+7.61%) 🚀
$ADA $1.42 (+7.83%) 🚀
$DOT $43.17… https://t.co/BmbWKYm3tR",2021-04-14 00:00:48,2,1
9119,"📈 Biggest Gainers (1 hr) 📈
Hedera Hashgraph $HBAR 12.88% 🔥🔥
Polygon $MATIC 6.00% 🔥
Bitcoin SV $BSV 4.32% 🔥
Dogecoin… https://t.co/MedrFSt0cz",2021-04-14 00:00:43,3,1
9120,"I need to bitcoin to get up to, like, 1,000,000.00. Just to make 24.00 😪😪😪😪 https://t.co/Po0XsOPKfy",2021-04-14 00:00:34,0,0
9121,"Crypto highlights as of 2021-04-13 20:00:02:
#Bitcoin $63,488.23 5.92% 🚀
#Ethereum  $2,304.83  7.72% 🚀",2021-04-14 00:00:03,0,0
9122,"#Crypto Top 5 by ATH Smallest Loss

$BTC Bitcoin $63,472.00 (-0.26%) from $63579
$CETH cETH $46.05 (-0.60%) from $4… https://t.co/qqGz69cYpl",2021-04-14 00:00:02,0,0
9123,"The price of
Spaghetti alla Carbonara
is 17,283 Satoshis
or 0.00017283 BTC

1 BTC = 63,587.20 USD
1 USD = 1,573 Sat… https://t.co/spTMsMsSWg",2021-04-14 00:00:01,1,0
9124,"RT @6BillionPeople: I'm discussing “DogeCoin, NFTs, Coinbase 100B Valuation &amp; Bitclout, Bitcoin” with @AshlyeV, and I invited @souljaboy. T…",2021-04-13 23:53:00,0,9
9125,"RT @primex001: I'm discussing “Crypto N Coffee (Economics, Bitcoin, Interest, what?)” with @RandyMcMillan, @chadtastic, @aminiman89, mineyo…",2021-04-13 23:49:39,0,2
9126,"I'm discussing “Crypto N Coffee (Economics, Bitcoin, Interest, what?)” with @RandyMcMillan, @chadtastic,… https://t.co/MEcaYFbBK6",2021-04-13 23:49:17,3,2
9127,Nearly 3 in 4 professional investors in Bank of America survey see bitcoin as a bubble https://t.co/huNfVHCBbr,2021-04-13 23:39:04,0,0
9128,"ok, if $btc closes the day above this exact amount i will be long with a lot of strength. I've been waiting for thi… https://t.co/oG73URrIu6",2021-04-13 23:37:49,2,0
9129,"Told all you bitches that #INTV would turn up and start to run, you missing out now? @DocumentingBTC @Bitcoin… https://t.co/55VwRtPIZO",2021-04-13 23:36:47,4,0
9130,"The $BTC price is at $63501.00 right now.
🟢 Compared to the last tweet, the price has increased by $237.4 (0.38%).… https://t.co/ODBnDUr6H1",2021-04-13 23:36:09,0,0
